DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
2001,0,2001,1.5693058129935393,0,90000000000,0,0,2,2
2002,1,2002,1.5693058129935393,0,90000000000,0,0,2,2
2003,2,2003,1.5722364932874626,0,341.21770364153326,0,0,2,2
2004,3,2004,1.57307581366557,0,1191.4401533475293,0,0,2,2
2005,4,2005,1.573374115134914,0,3352.3133566820893,0,0,2,2
2006,5,2006,1.573445965206045,0,13917.870702968617,0,0,2,2
2007,6,2007,1.5734194278734597,0,-37682.76245481765,0,0,2,2
2008,7,2008,1.5734407102230128,0,46987.29327342517,0,0,2,2
2009,8,2009,1.5734490002874693,0,120626.32386657783,0,0,2,2
2010,9,2010,1.5735872428852529,0,7233.660362526493,0,0,2,2
2011,10,2011,1.5734602424182738,0,-7873.986795375213,0,0,2,2
2012,11,2012,1.5734591139190084,0,-886132.6105283253,0,0,2,2
2013,12,2013,1.5735349041247135,0,13194.317005689118,0,0,2,2
2014,13,2014,1.573401721089001,0,-7508.463781817483,0,0,2,2
2015,14,2015,1.5734716721840074,0,14295.701874408796,0,0,2,2
2016,15,2016,1.5733220087182695,0,-6681.657377569583,0,0,2,2
2017,16,2017,1.573295043743975,0,-37085.14568107839,0,0,2,2
2018,17,2018,1.5734078797500404,0,8862.41931871122,0,0,2,2
2019,18,2019,1.5732871225679324,0,-8281.080947263736,0,0,2,2
2020,19,2020,1.573398425137563,0,8984.518536439726,0,0,2,2
2021,20,2021,1.5733700355587426,0,-35224.19287458889,0,0,2,2
2022,21,2022,1.5735564632182102,0,5364.010913700281,0,0,2,2
2023,22,2023,1.573604246314276,0,20927.903010320468,0,0,2,2
2024,23,2024,1.5734408437276675,0,-6119.854163601027,0,0,2,2
2025,24,2025,1.5734763182222282,0,28189.26703204161,0,0,2,2
2026,25,2026,1.5734159680626996,0,-16569.964484106957,0,0,2,2
2027,26,2027,1.573446237074104,0,33037.088216652155,0,0,2,2
2028,27,2028,1.573592713027447,0,6827.0591668977395,0,0,2,2
2029,28,2029,1.5735588821871864,0,-29558.82834415978,0,0,2,2
2030,29,2030,1.5735537600460165,0,-195230.85499494133,0,0,2,2
2031,30,2031,1.573456273877472,0,-10257.865448297325,0,0,2,2
2032,31,2032,1.573559408611164,0,9696.054512410103,0,0,2,2
2033,32,2033,1.573551925958628,0,-133642.44767281233,0,0,2,2
2034,33,2034,1.5735383773162848,0,-73808.13329280655,0,0,2,2
2035,34,2035,1.573500408877884,0,-26337.664705669675,0,0,2,2
2036,35,2036,1.573368313863815,0,-7570.308440852577,0,0,2,2
2037,36,2037,1.5734068167643567,0,25972.069270952692,0,0,2,2
2038,37,2038,1.5733581585513965,0,-20551.51513308296,0,0,2,2
2039,38,2039,1.5735623322658714,0,4897.790112560963,0,0,2,2
2040,39,2040,1.5735207676199943,0,-24058.90821147074,0,0,2,2
2041,40,2041,1.5734937828566566,0,-37057.94960987368,0,0,2,2
2042,41,2042,1.573491283962098,0,-400176.94886483194,0,0,2,2
2043,42,2043,1.5734919650195176,0,1468304.9787919607,0,0,2,2
2044,43,2044,1.5735054294526887,0,74269.74364939397,0,0,2,2
2045,44,2045,1.573511060221866,0,177595.63009961304,0,0,2,2
2046,45,2046,1.5735159052584624,0,206396.78980951413,0,0,2,2
2047,46,2047,1.5734991369604001,0,-59636.344504660556,0,0,2,2
2048,47,2048,1.5734747048946343,0,-40929.81778878119,0,0,2,2
2049,48,2049,1.573434516712735,0,-24882.93704123864,0,0,2,2
2050,49,2050,1.5734054772878638,0,-34435.94370189051,0,0,2,2
2051,50,2051,1.5733861558078297,0,-51755.86954172493,0,0,2,2
2052,51,2052,1.57338741401877,0,794779.2917314008,0,0,2,2
2053,52,2053,1.5733904597483852,0,328328.55385969783,0,0,2,2
2054,53,2054,1.5734057964355532,0,65203.129531460414,0,0,2,2
2055,54,2055,1.5734173379804623,0,86643.5133142072,0,0,2,2
2056,55,2056,1.5734383284787965,0,47640.60309959685,0,0,2,2
2057,56,2057,1.5734533553623837,0,66547.39781504966,0,0,2,2
2058,57,2058,1.5734768362793734,0,42587.77459329582,0,0,2,2
2059,58,2059,1.5734935554929452,0,59811.42568123964,0,0,2,2
2060,59,2060,1.57351868162339,0,39799.20434628859,0,0,2,2
2061,60,2061,1.5735360458725436,0,57589.59060945719,0,0,2,2
2062,61,2062,1.5735617346788122,0,38927.460838112616,0,0,2,2
2063,62,2063,1.5622618072553363,0,-88.49614360553039,0,0,2,2
2064,63,2064,1.5535392015538376,0,-114.64464108794806,0,0,2,2
2065,64,2065,1.5592730357853364,0,174.40336773367298,0,0,2,2
2066,65,2066,1.5606839097424943,0,708.7805362956971,0,0,2,2
2067,66,2067,1.5609781492902939,0,3398.5914112437185,0,0,2,2
2068,67,2068,1.560972209129175,0,-168345.60207521464,0,0,2,2
