gnss_x,gnss_y,ndt_x,ndt_y
10088.346426883005,-21925.319683333328,56.289772033691406,0.05673563480377197
10088.726426883004,-21926.079683333326,56.292747497558594,0.06571424007415771
10090.616426883003,-21923.709683333327,56.291038513183594,0.058614253997802734
10086.866426883003,-21923.489683333326,56.2924690246582,0.06450188159942627
10088.106426883003,-21923.509683333326,56.28974914550781,0.05674612522125244
10088.696426883003,-21926.239683333326,56.293006896972656,0.06417155265808105
10088.636426883004,-21923.999683333328,56.28965377807617,0.056990981101989746
10088.306426883004,-21925.139683333327,56.29281997680664,0.06425988674163818
10090.456426883004,-21924.979683333328,56.29039001464844,0.05817723274230957
10088.496426883004,-21926.309683333326,56.29267501831055,0.06446707248687744
10089.486426883004,-21924.449683333325,56.2902946472168,0.05805063247680664
10086.986426883004,-21926.739683333326,56.29276657104492,0.0644761323928833
10086.936426883003,-21924.859683333325,56.289649963378906,0.05682063102722168
10089.246426883004,-21927.359683333325,56.292823791503906,0.06422865390777588
10086.996426883004,-21927.059683333326,56.2905158996582,0.05817615985870361
10087.816426883004,-21924.969683333326,56.29267501831055,0.06446778774261475
10088.016426883003,-21924.779683333327,56.28964614868164,0.05681872367858887
10088.436426883003,-21924.789683333325,56.292808532714844,0.06423234939575195
10089.166426883005,-21925.159683333328,56.28986740112305,0.056939005851745605
10088.666426883005,-21926.089683333325,56.29302215576172,0.06408774852752686
10089.896426883004,-21925.099683333327,56.289432525634766,0.05710101127624512
10089.506426883005,-21925.959683333327,56.292823791503906,0.06426000595092773
10088.506426883005,-21927.419683333326,56.290199279785156,0.0583035945892334
10088.976426883004,-21924.169683333326,56.29299545288086,0.06453096866607666
10089.376426883004,-21924.229683333328,56.28925704956055,0.05652427673339844
10088.896426883004,-21927.209683333327,56.29306411743164,0.06531286239624023
10089.356426883003,-21924.359683333325,56.290279388427734,0.05745398998260498
10086.866426883003,-21924.039683333325,56.29271697998047,0.065773606300354
10089.246426883004,-21926.899683333326,56.2905158996582,0.05729472637176514
10088.546426883004,-21924.099683333327,56.292236328125,0.06537473201751709
10088.866426883003,-21923.529683333327,56.29079055786133,0.056804656982421875
10086.966426883004,-21926.229683333328,56.29217529296875,0.06398224830627441
10087.746426883004,-21924.689683333327,56.289772033691406,0.05673623085021973
10088.616426883003,-21925.779683333327,56.29273223876953,0.06428968906402588
10086.826426883004,-21927.15678429118,56.289981842041016,0.05684053897857666
10089.556426883004,-21925.579929885047,56.29172134399414,0.06716799736022949
10087.466426883004,-21924.63096283524,56.29549026489258,0.0564655065536499
10088.296426883004,-21925.69010632182,56.28847885131836,0.09234356880187988
10086.976426883004,-21925.740059578522,56.27918243408203,0.17242705821990967
10089.216426883004,-21926.372372030623,56.30594253540039,0.30449235439300537
10090.736426883002,-21923.157043678126,56.297698974609375,0.47809135913848877
10088.906426883002,-21924.097936398415,56.34429931640625,0.7591876983642578
10087.066426883002,-21922.889685632123,56.32279968261719,1.0758569240570068
10090.546426883002,-21924.089592145523,56.3052978515625,1.3663139343261719
10089.726426883,-21922.876353065054,56.33949661254883,1.73639714717865
10090.026426883,-21924.71124789263,56.31034851074219,2.0161259174346924
10088.956426882996,-21922.629194827474,56.29521179199219,2.4453177452087402
10088.86828202231,-21921.600134291064,56.32917785644531,2.8402042388916016
10087.298282022308,-21921.66107375465,56.31814193725586,3.2777528762817383
10087.348282022305,-21920.252013218244,56.311485290527344,3.7409486770629883
10087.418282022303,-21921.02479540214,56.299766540527344,4.157459259033203
10090.528282022298,-21920.890359769932,56.319854736328125,4.607382774353027
10086.968282022297,-21921.350759386776,56.30057907104492,5.0345354080200195
10087.380137161605,-21918.07239176223,56.3037109375,5.481616497039795
10087.660137161602,-21919.717016666436,56.30388259887695,5.828464031219482
10090.750137161598,-21917.461101723893,56.27924346923828,6.295939922332764
10087.530137161595,-21918.918895593615,56.30767822265625,6.670479774475098
10087.640137161592,-21918.95796896525,56.33338928222656,7.098419666290283
10089.250137161587,-21915.64917835221,56.2775764465332,7.588953971862793
10087.921992300893,-21914.995235823448,56.310176849365234,8.073134422302246
10089.93199230089,-21914.614602490103,56.31370544433594,8.491779327392578
10088.011992300884,-21914.782349616526,56.29798889160156,8.963943481445312
10089.28199230088,-21916.420120114595,56.293636322021484,9.445630073547363
10088.29384744018,-21913.754288122225,56.31034469604492,9.910799980163574
10089.803847440171,-21912.91648371608,56.32311248779297,10.516987800598145
10088.673847440165,-21914.162927968937,56.28761291503906,11.10189437866211
10088.587557718776,-21912.288128926757,56.28496170043945,11.73851203918457
10088.233123136712,-21914.18929157042,56.281185150146484,12.27498722076416
10087.872398833273,-21913.916768773466,56.25611877441406,12.94122314453125
10087.58280536571,-21910.44408237497,56.23658752441406,13.51651382446289
10088.315791340896,-21910.630726436248,56.29063034057617,14.048901557922363
10090.36692217677,-21909.193708428567,56.29229736328125,14.655359268188477
10087.459908151957,-21909.246690420885,56.314659118652344,15.342756271362305
10090.774024963015,-21907.054203830805,56.32844543457031,16.07187271118164
10090.1470109382,-21905.874286780978,56.35784912109375,16.754732131958008
10087.971852052695,-21905.849581225397,56.36463165283203,17.426498413085938
10088.66483802788,-21907.83966417557,56.357845306396484,18.172361373901367
10088.232665117559,-21904.238727010776,56.39655303955078,19.000411987304688
10088.109361371366,-21903.660336014582,56.42879104614258,19.797494888305664
10089.974202485859,-21905.689855746357,56.44347381591797,20.678110122680664
10089.909043600352,-21904.988319156295,56.43666458129883,21.408855438232422
10089.78058096865,-21902.41077413709,56.45785903930664,22.197202682495117
10089.16356694383,-21900.304002681132,56.49068069458008,22.987770080566406
10088.180263197632,-21898.74507183819,56.52912521362305,23.957622528076172
10089.915104312124,-21901.981985822847,56.56523895263672,24.726001739501953
10089.521800565924,-21897.744897700213,56.56114196777344,25.55224609375
10087.331482794902,-21897.32840900285,56.56942367553711,26.513492584228516
10088.894468770075,-21898.007928734627,56.579341888427734,27.323204040527344
10089.468179048677,-21895.85929118671,56.58571243286133,28.106271743774414
10089.23333793411,-21895.372016090878,56.6234130859375,28.843923568725586
10088.672207098198,-21896.10522126327,56.57025146484375,29.661760330200195
10087.257365983656,-21895.26026915597,56.553504943847656,30.495866775512695
10088.929132361432,-21893.905893102285,56.52827453613281,31.22718620300293
10087.303884714434,-21890.524626435596,56.47801208496094,32.02363586425781
10089.98121651018,-21889.845202489214,56.491966247558594,32.855308532714844
10088.862982887982,-21892.85946398345,56.45536804199219,33.69401550292969
10088.42103898716,-21889.624018772705,56.32299041748047,34.50493240356445
10090.14239883251,-21887.788033715216,56.18839645385742,35.35840606689453
10087.020366170202,-21888.600452489143,56.12229537963867,35.880496978759766
10089.902184034509,-21888.57192126306,55.96018981933594,36.565284729003906
10087.963048585922,-21887.499105171097,55.82341003417969,37.30970764160156
10086.744688927267,-21885.500057469926,55.624900817871094,38.044559478759766
10087.396595553084,-21886.131983140418,55.39773178100586,38.80461120605469
10086.84890871136,-21884.362089462247,55.200355529785156,39.524940490722656
10088.69747431602,-21882.96697375342,55.054656982421875,40.34307861328125
10085.288250105954,-21881.97627030514,54.8323974609375,41.04424285888672
10086.06717075657,-21884.46925229747,54.53413009643555,41.81370162963867
10086.146904472107,-21882.29859559248,54.32057189941406,42.343204498291016
10085.321619550155,-21882.053643485197,54.025390625,42.96590042114258
10087.989320603405,-21882.752400190173,53.80413818359375,43.4892578125
10085.913998406486,-21882.53470210588,53.53607940673828,44.05681228637695
10086.776540574258,-21879.104561875996,53.251251220703125,44.52363967895508
10085.44116689083,-21878.652015707416,52.9186897277832,45.116458892822266
10086.08886794409,-21878.93477451968,52.570289611816406,45.80181884765625
10085.033279462732,-21878.619189079076,52.2445182800293,46.260414123535156
10084.415008565597,-21878.522217814716,51.83320617675781,46.90074157714844
10084.25769098138,-21878.505739653803,51.477237701416016,47.351951599121094
10083.11572401718,-21878.14651551589,51.0861930847168,47.901248931884766
10083.498495194453,-21875.22824137797,50.65481185913086,48.40077209472656
10081.009322470929,-21877.67942739331,50.16311264038086,49.02923583984375
10081.154584329464,-21874.111669730486,49.8355598449707,49.543983459472656
10080.428715352116,-21875.99681110981,49.270816802978516,49.999977111816406
10080.008019471828,-21874.313161876125,48.76106262207031,50.458316802978516
10079.460613126144,-21873.832528542807,48.35951614379883,50.83235168457031
10079.963931083892,-21872.196636971945,47.82334518432617,51.251346588134766
10079.710884770366,-21875.055393676965,47.215003967285156,51.726993560791016
10079.453796195663,-21874.05451379193,46.69070816040039,52.07797622680664
10077.961142203018,-21873.557319347507,46.28245544433594,52.42535400390625
10077.148488210374,-21871.12749578431,45.83769226074219,52.66754150390625
10075.973979078417,-21873.021357661724,45.320499420166016,53.06914520263672
10075.185596356452,-21869.931710535333,44.850215911865234,53.2952995300293
10075.553666667243,-21869.42874137827,44.14103698730469,53.66240310668945
10076.891825739514,-21872.646312067944,43.43825149536133,54.04984664916992
10072.532629952653,-21872.210127202092,42.93110275268555,54.20044708251953
10075.170293730993,-21869.759810535452,42.394832611083984,54.47468185424805
10074.822392091393,-21872.28423563126,41.64067459106445,54.77750015258789
10072.51263531248,-21871.247874328605,41.15571594238281,54.934024810791016
10070.715953270246,-21871.55915383054,40.57083511352539,55.07001495361328
10072.385944418489,-21869.236971071972,39.890472412109375,55.24253463745117
10070.863696958315,-21868.762205937895,39.30527114868164,55.39038848876953
10072.125300024785,-21870.525328160144,38.69792938232422,55.56962585449219
10070.178365909713,-21868.61552796862,38.01822280883789,55.74233627319336
10067.016753991491,-21871.281549233012,37.464698791503906,55.89260482788086
10067.406361670632,-21868.12862681924,36.83738327026367,56.03079605102539
10067.713530155046,-21870.631749041488,36.26289749145508,56.13529586791992
10068.433773376139,-21869.64777030588,35.600013732910156,56.26581573486328
10068.297334555004,-21870.5227118768,35.083892822265625,56.40106201171875
10067.096358178733,-21870.51583409905,34.41027069091797,56.52937316894531
10066.52153127582,-21867.25475440558,33.819984436035156,56.58769226074219
10066.394265178178,-21870.759719348134,33.19797897338867,56.745445251464844
10065.8582186779,-21870.115740612524,32.574180603027344,56.889747619628906
10063.457980816662,-21869.259625861607,31.98340606689453,56.99210739135742
10064.7837894557,-21869.507489846303,31.36219596862793,57.06241226196289
10062.03145323405,-21866.88351111069,30.813018798828125,57.223453521728516
10063.40863593007,-21866.689239080075,30.179523468017578,57.29759979248047
10062.108154847738,-21866.49710306477,29.57962989807129,57.42451858520508
10058.698309307356,-21866.88206800732,28.949604034423828,57.527976989746094
10061.479683364338,-21866.80993199201,28.35952377319336,57.646915435791016
10057.970421879367,-21866.710695018846,27.72052574157715,57.76448059082031
10059.975025132646,-21868.52642298823,27.11602020263672,57.8591423034668
10057.539473926305,-21866.417186015067,26.5245361328125,58.007362365722656
10055.918423000165,-21867.45397030629,25.977006912231445,58.078575134277344
10055.753507335778,-21868.815789654964,25.410856246948242,58.17068862915039
10057.779227213341,-21868.735766283335,24.695018768310547,58.289066314697266
10057.38182086769,-21865.49785555538,24.1904354095459,58.361106872558594
10056.840208949476,-21867.71810210712,23.605567932128906,58.45695877075195
10052.877620655005,-21867.581494252747,23.018749237060547,58.49433517456055
10054.31632650777,-21865.959111685715,22.409902572631836,58.57706832885742
10051.696887499847,-21868.348571838986,21.80441665649414,58.62795639038086
10051.797448491927,-21868.83356015318,21.00720977783203,58.69607162475586
10051.077350878722,-21866.720907662788,20.40924644470215,58.73818588256836
10052.704696886107,-21865.904323180042,19.69518280029297,58.79817581176758
10049.00218314151,-21865.351424137913,18.956893920898438,58.78227615356445
10048.557267477127,-21868.479581417618,18.336156845092773,58.83405303955078
10047.812328749415,-21867.919581417646,17.694385528564453,58.83454513549805
10047.425786955217,-21867.12958141766,17.099903106689453,58.853275299072266
10049.369245161017,-21867.721424137977,16.362590789794922,58.85090255737305
10048.096413645446,-21866.291424137988,15.611047744750977,58.8493537902832
10047.423965599002,-21865.120907662917,14.885400772094727,58.85258483886719
10047.271629377365,-21868.676705747217,14.184468269348145,58.85107421875
10043.522101607969,-21865.38171743305,13.487120628356934,58.81465148925781
10042.94289160955,-21867.7604145595,12.797895431518555,58.776065826416016
10044.309971332501,-21865.27279712656,12.077653884887695,58.73301315307617
10041.647051055454,-21867.73517969362,11.379077911376953,58.68766403198242
10040.164920779987,-21865.29810210743,10.605955123901367,58.63595199584961
10043.065710781568,-21868.510484674487,9.745220184326172,58.594390869140625
10042.172856202673,-21867.693677011666,8.92194938659668,58.52065658569336
10040.466225646996,-21865.606329502094,8.21723747253418,58.475650787353516
10040.028057722984,-21868.06451015344,7.4302167892456055,58.40226745605469
10038.574324381028,-21868.04269080479,6.754758358001709,58.32681655883789
10036.990591039073,-21868.09271417644,6.027445316314697,58.25403594970703
10035.65706364329,-21868.418289080662,5.111506462097168,58.14838409423828
10035.056582560966,-21866.479885249246,4.32242488861084,58.076332092285156
10033.556788507138,-21866.785436781818,3.5128018856048584,58.00286865234375
10034.838620583123,-21869.74361743316,2.644788980484009,57.90382385253906
10034.65413987441,-21869.919978735845,1.8386023044586182,57.80231857299805
10031.717827089711,-21867.558159387183,0.9595919847488403,57.72921371459961
10033.133369444326,-21867.03449731822,0.20615780353546143,57.6309700012207
10033.288911798938,-21866.89714980864,-0.5323240756988525,57.5629768371582
10029.083935796292,-21869.418769348864,-1.2888864278793335,57.49017333984375
10027.983188429534,-21869.984050958057,-2.1051793098449707,57.42194366455078
10029.202212053277,-21867.750118965716,-2.898542881011963,57.348751068115234
10027.564427598389,-21869.761198659195,-3.760894775390625,57.282413482666016
10028.367390510257,-21869.548839463787,-4.501721382141113,57.20419692993164
10028.178498282812,-21870.044637548075,-5.297565937042236,57.189857482910156
10026.341232185183,-21869.706750191748,-6.066706657409668,57.166046142578125
10024.416279245865,-21870.16439099634,-6.902398586273193,57.148162841796875
10023.332952436362,-21868.658346360317,-7.6631178855896,57.09519577026367
10022.896298817355,-21870.418886207044,-8.41915512084961,57.039920806884766
10021.066911295977,-21870.06547068979,-9.294504165649414,57.0337028503418
10021.13521061629,-21867.47836973193,-10.064826965332031,56.999610900878906
10021.153220588838,-21869.436010536505,-10.758951187133789,57.022579193115234
10019.771342386195,-21867.927066858334,-11.573088645935059,56.95185470581055
10017.69946418355,-21867.536280459855,-12.384051322937012,56.93074035644531
10017.22944112022,-21866.961808620763,-13.215744018554688,56.9101448059082
10019.67941805689,-21867.84733678167,-13.995179176330566,56.90087127685547
10018.123082208856,-21869.426550383174,-14.840988159179688,56.8973274230957
