gnss_x,gnss_y,ndt_x,ndt_y
10073.799190360172,-21890.26824583639,56.26762390136719,4.816712856292725
10072.942575508117,-21888.081144788142,56.267730712890625,4.824206352233887
10072.333467898721,-21887.89065090327,56.26787567138672,4.816777229309082
10075.442145371082,-21886.610719509466,56.26795196533203,4.824286937713623
10074.965758082919,-21885.503445762068,56.26767349243164,4.816694259643555
10076.685505916976,-21887.537571467932,56.267738342285156,4.824202537536621
10072.750061736888,-21887.29824093205,56.26740264892578,4.8172173500061035
10072.479623376177,-21886.875792008443,56.268375396728516,4.823831558227539
10073.897165397168,-21887.833640962468,56.26691436767578,4.814837455749512
10073.854270742,-21888.719902802197,56.268699645996094,4.823028564453125
10076.423897056608,-21887.259074063677,56.26716613769531,4.817161560058594
10074.09140415374,-21887.87452256524,56.26865005493164,4.824522018432617
10074.671340331246,-21888.903198427706,56.26737976074219,4.817228317260742
10074.6636665161,-21890.001260863344,56.26832580566406,4.824368953704834
10074.492063976566,-21886.252187301994,56.26661682128906,4.815364360809326
10072.675302468018,-21887.166669462047,56.26872634887695,4.822885513305664
10074.724303665373,-21885.598838446524,56.26657485961914,4.815342426300049
10071.991532751097,-21887.20860958867,56.269046783447266,4.823115348815918
10075.153961099284,-21888.66241388863,56.266544342041016,4.815439224243164
10074.683904452344,-21886.571087336255,56.26874542236328,4.823579788208008
10075.594780480176,-21889.342411287267,56.26728439331055,4.817297458648682
10074.514946382635,-21885.27340075662,56.268531799316406,4.8238701820373535
10074.200488608889,-21887.83629728949,56.26592254638672,4.817595481872559
10071.802409037082,-21887.323325773123,56.259429931640625,4.811140060424805
10072.404189510562,-21888.26500123578,56.270606994628906,4.827537536621094
10074.174987816657,-21888.530456188735,56.27545166015625,4.937043190002441
10075.151081905628,-21886.392656407766,56.3012580871582,5.0192999839782715
10072.92434487917,-21886.403138293528,56.30392074584961,5.164180278778076
10074.126027970835,-21887.42394120132,56.3040657043457,5.347385406494141
10073.688827876678,-21887.277988365815,56.2844352722168,5.522979736328125
10072.213063895862,-21886.69001171497,56.28429412841797,5.6920599937438965
10071.962709976226,-21885.648967539397,56.26689910888672,5.88856315612793
10072.480588994822,-21888.117555560024,56.28318405151367,6.140082359313965
10074.134572545972,-21887.154020213602,56.31815719604492,6.356529712677002
10072.010297849405,-21887.0183131841,56.308753967285156,6.58795166015625
10074.769455159727,-21885.60870368776,56.2885627746582,6.825301170349121
10074.502888523488,-21885.105587767233,56.33525466918945,7.011348247528076
